ma,cay,ma1,khoa,loai,vido,tenhc,kinhdo,matinh,tentinh,matinhxa,dansonguoi,trungtamhc,dientichkm2,truocsapnhap,area
2904,2856.2904,2486,30Lộc Thuận,xã,10.2408,Lộc Thuận,106.56,30,tỉnh Vĩnh Long,30.2486,28704,UBND xã Lộc Thuận,42.70,"Xã Vang Quới Đông, Xã Vang Quới Tây, Xã Lộc Thuận",42764752.0
2966,2856.2966,2487,30Thạnh Trị,xã,10.1954,Thạnh Trị,106.592,30,tỉnh Vĩnh Long,30.2487,29457,UBND xã Phú Long,73.26,"Xã Định Trung, Xã Phú Long, Xã Thạnh Trị",71573614.0
2964,2856.2964,2488,30Thạnh Phước,xã,10.1305,Thạnh Phước,106.696,30,tỉnh Vĩnh Long,30.2488,21208,UBND xã Thạnh Phước,76.99,"Xã Đại Hòa Lộc, Xã Thạnh Phước",77239864.0
2967,2856.2967,2489,30Thới Thuận,xã,10.1067,Thới Thuận,106.746,30,tỉnh Vĩnh Long,30.2489,20968,UBND xã Thới Thuận,116.95,"Xã Thừa Đức, Xã Thới Thuận",90973270.0
2865,2856.2865,2490,30Ba Tri,xã,10.0392,Ba Tri,106.59,30,tỉnh Vĩnh Long,30.249,52154,UBND huyện Ba Tri,49.47,"Thị trấn Ba Tri, Xã Vĩnh Hòa (huyện Ba Tri), Xã An Đức, Xã Vĩnh An, Xã An Bình Tây",49181223.0
2957,2856.2957,2491,30Tân Xuân,xã,10.0996,Tân Xuân,106.621,30,tỉnh Vĩnh Long,30.2491,36387,UBND xã Phước Ngãi,50.44,"Xã Phú Lễ, Xã Phước Ngãi, Xã Tân Xuân",50808098.0
2918,2856.2918,2492,30Mỹ Chánh Hòa,xã,10.1352,Mỹ Chánh Hòa,106.585,30,tỉnh Vĩnh Long,30.2492,29376,UBND xã Mỹ Chánh,50.61,"Xã Mỹ Hòa, Xã Mỹ Chánh (huyện Ba Tri), Xã Mỹ Nhơn",50503435.0
2866,2856.2866,2493,30Bảo Thạnh,xã,10.0615,Bảo Thạnh,106.666,30,tỉnh Vĩnh Long,30.2493,25225,UBND xã Bảo Thạnh,62.28,"Xã Bảo Thuận, Xã Bảo Thạnh",57804294.0
2861,2856.2861,2494,30An Ngãi Trung,xã,10.0908,An Ngãi Trung,106.546,30,tỉnh Vĩnh Long,30.2494,đang cập nhật,UBND xã An Ngãi Trung,33.86,"Xã Mỹ Thạnh (huyện Ba Tri), Xã An Phú Trung, Xã An Ngãi Trung",34033422.0
2859,2856.2859,2495,30An Hiệp,xã,10.0373,An Hiệp,106.521,30,tỉnh Vĩnh Long,30.2495,31248,UBND xã An Ngãi Tây,56.33,"Xã Tân Hưng, Xã An Ngãi Tây, Xã An Hiệp",57394617.0
2956,2856.2956,2496,30Tân Thủy,xã,9.99833,Tân Thủy,106.621,30,tỉnh Vĩnh Long,30.2496,45743,UBND xã Tân Thủy,52.55,"Thị trấn Tiệm Tôm, Xã An Hòa Tây, Xã Tân Thủy",51407549.0
2963,2856.2963,2497,30Thạnh Phú,xã,9.93007,Thạnh Phú,106.509,30,tỉnh Vĩnh Long,30.2497,25699,UBND thị trấn Thạnh Phú,99.07,"Thị trấn Thạnh Phú, Xã An Thạnh (huyện Thạnh Phú), Xã Bình Thạnh, Xã Mỹ An",70538188.0
2883,2856.2883,2498,30Đại Điền,xã,10.0059,Đại Điền,106.438,30,tỉnh Vĩnh Long,30.2498,37267,UBND xã Tân Phong,59.26,"Xã Phú Khánh, Xã Tân Phong, Xã Thới Thạnh, Xã Đại Điền",59322161.0
2939,2856.2939,2499,30Quới Điền,xã,9.9742,Quới Điền,106.477,30,tỉnh Vĩnh Long,30.2499,30012,UBND xã Quới Điền,49.58,"Xã Hòa Lợi (huyện Thạnh Phú), Xã Mỹ Hưng, Xã Quới Điền",50285300.0
2863,2856.2863,2500,30An Qui,xã,9.89521,An Qui,106.561,30,tỉnh Vĩnh Long,30.25,28342,UBND xã An Nhơn,73.53,"Xã An Thuận, Xã An Nhơn, Xã An Qui",72297512.0
2961,2856.2961,2501,30Thạnh Hải,xã,9.94743,Thạnh Hải,106.591,30,tỉnh Vĩnh Long,30.2501,18261,UBND xã Thạnh Hải,100.71,"Xã An Điền, Xã Thạnh Hải",79730959.0
2962,2856.2962,2502,30Thạnh Phong,xã,9.85492,Thạnh Phong,106.613,30,tỉnh Vĩnh Long,30.2502,20255,UBND xã Giao Thạnh,77.97,"Xã Giao Thạnh, Xã Thạnh Phong",67814530.0
2973,2856.2973,2503,30Trà Vinh,phường,9.91278,Trà Vinh,106.343,30,tỉnh Vĩnh Long,30.2503,45397,đang cập nhật,15.73,"Phường 1, Phường 3, Phường 9 (thành phố Trà Vinh)",15770334.0
2906,2856.2906,2504,30Long Đức,phường,9.9781,Long Đức,106.338,30,tỉnh Vĩnh Long,30.2504,33662,đang cập nhật,40.62,"Phường 4 (thành phố Trà Vinh), Xã Long Đức",39873864.0
2875,2856.2875,2505,30Càng Long,xã,9.99529,Càng Long,106.206,30,tỉnh Vĩnh Long,30.2505,41542,đang cập nhật,46.87,"Thị trấn Càng Long, Xã Mỹ Cẩm, Xã Nhị Long Phú",47245703.0
2924,2856.2924,2506,30Nhị Long,xã,10.0102,Nhị Long,106.269,30,tỉnh Vĩnh Long,30.2506,34633,đang cập nhật,57.95,"Xã Đại Phước, Xã Đức Mỹ, Xã Nhị Long",59093855.0
2870,2856.287,2507,30Bình Phú,xã,9.96267,Bình Phú,106.261,30,tỉnh Vĩnh Long,30.2507,51081,đang cập nhật,47.30,"Xã Bình Phú (huyện Càng Long), Xã Đại Phúc, Xã Phương Thạnh",59513415.0
2864,2856.2864,2508,30An Trường,xã,9.95456,An Trường,106.165,30,tỉnh Vĩnh Long,30.2508,45505,đang cập nhật,72.61,"Xã Tân Bình (huyện Càng Long), Xã An Trường A, Xã An Trường",73083317.0
2946,2856.2946,2509,30Tân An,xã,9.91676,Tân An,106.222,30,tỉnh Vĩnh Long,30.2509,41922,UBND xã Huyền Hội,40.61,"Xã Huyền Hội, Xã Tân An",57613309.0
2876,2856.2876,2510,30Cầu Kè,xã,9.87865,Cầu Kè,106.085,30,tỉnh Vĩnh Long,30.251,35491,đang cập nhật,54.12,"Thị trấn Cầu Kè, Xã Hòa Ân, Xã Châu Điền",54624213.0
2945,2856.2945,2511,30Tam Ngãi,xã,9.93073,Tam Ngãi,106.071,30,tỉnh Vĩnh Long,30.2511,40282,đang cập nhật,61.31,"Xã Thông Hòa, Xã Thạnh Phú, Xã Tam Ngãi",61658024.0
2862,2856.2862,2512,30An Phú Tân,xã,9.86317,An Phú Tân,106.02,30,tỉnh Vĩnh Long,30.2512,27473,đang cập nhật,53.91,"Xã Hòa Tân, Xã An Phú Tân",54217490.0
2928,2856.2928,2513,30Phong Thạnh,xã,9.82197,Phong Thạnh,106.104,30,tỉnh Vĩnh Long,30.2513,1111,đang cập nhật,27.08,"Xã Ninh Thới, Xã Phong Phú, Xã Phong Thạnh",77804170.0
2969,2856.2969,2514,30Tiểu Cần,xã,9.83255,Tiểu Cần,106.178,30,tỉnh Vĩnh Long,30.2514,3415,đang cập nhật,49.73,"Thị trấn Tiểu Cần, Xã Phú Cần, Xã Hiếu Trung",50013639.0
2958,2856.2958,2515,30Tập Ngãi,xã,9.82312,Tập Ngãi,106.237,30,tỉnh Vĩnh Long,30.2515,31825,đang cập nhật,58.77,"Xã Hiếu Tử, Xã Tập Ngãi",59097468.0
2899,2856.2899,2516,30Hùng Hoà,xã,9.77859,Hùng Hoà,106.233,30,tỉnh Vĩnh Long,30.2516,28221,đang cập nhật,57.51,"Xã Ngãi Hùng, Xã Tân Hùng, Xã Hùng Hòa",57679976.0
2949,2856.2949,2517,30Tân Hoà,xã,9.77203,Tân Hoà,106.144,30,tỉnh Vĩnh Long,30.2517,50989,đang cập nhật,58.60,"Xã Long Thới (huyện Tiểu Cần), Xã Tân Hòa, Thị trấn Cầu Quan",62009976.0
2880,2856.288,2518,30Châu Thành,xã,9.83937,Châu Thành,106.337,30,tỉnh Vĩnh Long,30.2518,39104,đang cập nhật,47.71,"Thị trấn Châu Thành (huyện Châu Thành, tỉnh Trà Vinh), Xã Mỹ Chánh (huyện Châu Thành), Xã Thanh Mỹ, Xã Đa Lộc",87789156.0
2898,2856.2898,2519,30Hoà Thuận,phường,9.94665,Hoà Thuận,106.362,30,tỉnh Vĩnh Long,30.2519,25384,đang cập nhật,16.51,"Phường 5 (thành phố Trà Vinh), Xã Hòa Thuận",16445493.0
2923,2856.2923,2520,30Nguyệt Hoá,phường,9.93221,Nguyệt Hoá,106.312,30,tỉnh Vĩnh Long,30.252,37066,đang cập nhật,21.14,"Phường 7, Phường 8 (thành phố Trà Vinh), Xã Nguyệt Hóa",21255890.0
2901,2856.2901,2521,30Hưng Mỹ,xã,9.90236,Hưng Mỹ,106.399,30,tỉnh Vĩnh Long,30.2521,38687,đang cập nhật,98.40,"Xã Hòa Lợi (huyện Châu Thành), Xã Phước Hảo, Xã Hưng Mỹ",68221287.0
2897,2856.2897,2522,30Hòa Minh,xã,9.92261,Hòa Minh,106.445,30,tỉnh Vĩnh Long,30.2522,16843,UBND xã Hoà Minh,35.75,Không sáp nhập,35911092.0
2942,2856.2942,2523,30Song Lộc,xã,9.88434,Song Lộc,106.275,30,tỉnh Vĩnh Long,30.2523,42628,đang cập nhật,80.10,"Xã Lương Hòa (huyện Châu Thành), Xã Lương Hòa A, Xã Song Lộc",80671852.0
2971,2856.2971,2524,30Trà Cú,xã,9.69961,Trà Cú,106.276,30,tỉnh Vĩnh Long,30.2524,30037,đang cập nhật,37.33,"Thị trấn Trà Cú, Xã Ngãi Xuyên, Xã Thanh Sơn",37553442.0
2959,2856.2959,2525,30Tập Sơn,xã,9.75436,Tập Sơn,106.277,30,tỉnh Vĩnh Long,30.2525,39985,đang cập nhật,67.44,"Xã Tân Sơn, Xã Phước Hưng, Xã Tập Sơn",67638350.0
2916,2856.2916,2526,30Lưu Nghiệp Anh,xã,9.71054,Lưu Nghiệp Anh,106.192,30,tỉnh Vĩnh Long,30.2526,29658,đang cập nhật,54.62,"Xã An Quảng Hữu, Xã Lưu Nghiệp Anh",54683469.0
2891,2856.2891,2527,30Hàm Giang,xã,9.6611,Hàm Giang,106.223,30,tỉnh Vĩnh Long,30.2527,30752,đang cập nhật,60.66,"Xã Hàm Tân, Xã Kim Sơn, Xã Hàm Giang",61186513.0
2910,2856.291,2528,30Long Hữu,xã,9.70232,Long Hữu,106.522,30,tỉnh Vĩnh Long,30.2528,15321,đang cập nhật,67.28,"Xã Hiệp Thạnh, Xã Long Hữu",55461235.0
2977,2856.2977,2529,30Trường Long Hoà,phường,9.65843,Trường Long Hoà,106.546,30,tỉnh Vĩnh Long,30.2529,1615,đang cập nhật,56.49,"Phường 2 (thị xã Duyên Hải), Xã Trường Long Hòa",48718117.0
2922,2856.2922,2530,30Ngũ Lạc,xã,9.68254,Ngũ Lạc,106.434,30,tỉnh Vĩnh Long,30.253,32309,đang cập nhật,60.92,"Xã Thạnh Hòa Sơn, Xã Ngũ Lạc",58034739.0
2912,2856.2912,2531,30Long Vĩnh,xã,9.59069,Long Vĩnh,106.355,30,tỉnh Vĩnh Long,30.2531,16344,UBND xã Long Vĩnh,96.37,Không sáp nhập,68849992.0
2885,2856.2885,2532,30Đông Hải,xã,9.55083,Đông Hải,106.443,30,tỉnh Vĩnh Long,30.2532,23062,UBND xã Đông Hải,100.16,Không sáp nhập,59949174.0
2919,2856.2919,2533,30Mỹ Long,xã,9.79018,Mỹ Long,106.504,30,tỉnh Vĩnh Long,30.2533,25385,đang cập nhật,73.61,"Thị trấn Mỹ Long, Xã Mỹ Long Bắc, Xã Mỹ Long Nam",53724286.0
2905,2856.2905,2534,30Long Châu,phường,10.2541,Long Châu,105.946,30,tỉnh Vĩnh Long,30.2534,4948,UBND phường 1,12.63,"Phường 1, Phường 9 (thành phố Vĩnh Long), Phường Trường An",12876150.0
2952,2856.2952,2535,30Tân Ngãi,phường,10.2583,Tân Ngãi,105.91,30,tỉnh Vĩnh Long,30.2535,31294,UBND phường Tân Hòa,21.70,"Phường Tân Hòa, Phường Tân Hội, Phường Tân Ngãi",21755804.0
2908,2856.2908,2536,30Long Hồ,xã,10.1803,Long Hồ,105.995,30,tỉnh Vĩnh Long,30.2536,54312,đang cập nhật,47.64,"Thị trấn Long Hồ, Xã Long An, Xã Long Phước",47961036.0
2857,2856.2857,2537,30An Bình,xã,10.2906,An Bình,105.986,30,tỉnh Vĩnh Long,30.2537,51382,đang cập nhật,61.84,"Xã Hòa Ninh, Xã Bình Hòa Phước, Xã Đồng Phú, Xã An Bình",62469507.0
2960,2856.296,2538,30Thanh Đức,phường,10.2465,Thanh Đức,106.003,30,tỉnh Vĩnh Long,30.2538,35158,đang cập nhật,16.49,"Phường 5 (thành phố Vĩnh Long), Xã Thanh Đức",16948372.0
2947,2856.2947,2539,30Tân Hạnh,phường,10.223,Tân Hạnh,105.937,30,tỉnh Vĩnh Long,30.2539,32093,đang cập nhật,17.84,"Phường 8 (thành phố Vĩnh Long), Xã Tân Hạnh",17963615.0
2935,2856.2935,2540,30Phước Hậu,phường,10.2239,Phước Hậu,105.967,30,tỉnh Vĩnh Long,30.254,50839,UBND phường 3,15.52,"Phường 3, Phường 4 (thành phố Vĩnh Long), Xã Phước Hậu",15623069.0
2931,2856.2931,2541,30Phú Quới,xã,10.1718,Phú Quới,105.922,30,tỉnh Vĩnh Long,30.2541,49669,đang cập nhật,50.58,"Xã Lộc Hòa, Xã Hòa Phú, Xã Thạnh Quới, Xã Phú Quới",50989572.0
2873,2856.2873,2542,30Cái Nhum,xã,10.2015,Cái Nhum,106.124,30,tỉnh Vĩnh Long,30.2542,38538,đang cập nhật,52.45,"Xã An Phước (huyện Mang Thít), Xã Chánh An, Thị trấn Cái Nhum",53450898.0
2926,2856.2926,2543,30Nhơn Phú,xã,10.2258,Nhơn Phú,106.065,30,tỉnh Vĩnh Long,30.2543,34898,đang cập nhật,38.09,"Xã Mỹ An (huyện Mang Thít), Xã Mỹ Phước, Xã Nhơn Phú",38675458.0
2909,2856.2909,2544,30Long Hòa,xã,9.86897,Long Hòa,106.504,30,tỉnh Vĩnh Long,30.2544,13309,UBND xã Long Hoà,52.67,Không sáp nhập,45710592.0
2877,2856.2877,2545,30Cầu Ngang,xã,9.793,Cầu Ngang,106.452,30,tỉnh Vĩnh Long,30.2545,28986,đang cập nhật,35.32,"Xã Mỹ Hòa (huyện Cầu Ngang), Xã Thuận Hòa, Thị trấn Cầu Ngang",35517564.0
2978,2856.2978,2546,30Vinh Kim,xã,9.84519,Vinh Kim,106.433,30,tỉnh Vĩnh Long,30.2546,31466,UBND xã Vinh Kim,25.60,"Xã Kim Hòa, Xã Vinh Kim",57222562.0
2925,2856.2925,2547,30Nhị Trường,xã,9.77486,Nhị Trường,106.382,30,tỉnh Vĩnh Long,30.2547,38184,đang cập nhật,72.34,"Xã Hiệp Hòa, Xã Trường Thọ, Xã Nhị Trường",72780804.0
2892,2856.2892,2548,30Hiệp Mỹ,xã,9.74823,Hiệp Mỹ,106.462,30,tỉnh Vĩnh Long,30.2548,3146,đang cập nhật,67.45,"Xã Long Sơn, Xã Hiệp Mỹ Đông, Xã Hiệp Mỹ Tây",67803057.0
2882,2856.2882,2549,30Đại An,xã,9.62901,Đại An,106.284,30,tỉnh Vĩnh Long,30.2549,22672,đang cập nhật,32.32,"Thị trấn Định An, Xã Định An, Xã Đại An",32477289.0
2884,2856.2884,2550,30Đôn Châu,xã,9.65465,Đôn Châu,106.365,30,tỉnh Vĩnh Long,30.255,3205,UBND xã Đôn Xuân,58.93,"Xã Đôn Xuân, Xã Đôn Châu",59420680.0
2907,2856.2907,2551,30Long Hiệp,xã,9.70816,Long Hiệp,106.354,30,tỉnh Vĩnh Long,30.2551,32425,đang cập nhật,65.17,"Xã Ngọc Biên, Xã Tân Hiệp, Xã Long Hiệp",65399484.0
2911,2856.2911,2552,30Long Thành,xã,9.60153,Long Thành,106.431,30,tỉnh Vĩnh Long,30.2552,15429,đang cập nhật,51.51,"Thị trấn Long Thành, Xã Long Khánh",54900499.0
2888,2856.2888,2553,30Duyên Hải,phường,9.62626,Duyên Hải,106.498,30,tỉnh Vĩnh Long,30.2553,24356,đang cập nhật,69.63,"Phường 1 (thị xã Duyên Hải), Xã Long Toàn, Xã Dân Thành",69489906.0
2871,2856.2871,2554,30Bình Phước,xã,10.1948,Bình Phước,106.038,30,tỉnh Vĩnh Long,30.2554,29418,đang cập nhật,35.67,"Xã Long Mỹ (huyện Mang Thít), Xã Hòa Tịnh, Xã Bình Phước",35867384.0
2950,2856.295,2555,30Tân Long Hội,xã,10.1457,Tân Long Hội,106.068,30,tỉnh Vĩnh Long,30.2555,26358,UBND xã Tân Long,36.27,"Xã Tân An Hội, Xã Tân Long, Xã Tân Long Hội",36577022.0
2940,2856.294,2556,30Quới Thiện,xã,10.1226,Quới Thiện,106.22,30,tỉnh Vĩnh Long,30.2556,2624,UBND xã Thanh Bình,46.95,"Xã Thanh Bình, Xã Quới Thiện",47056228.0
2938,2856.2938,2557,30Quới An,xã,10.1369,Quới An,106.156,30,tỉnh Vĩnh Long,30.2557,29101,UBND xã Quới An,44.93,"Xã Trung Thành Tây, Xã Tân Quới Trung, Xã Quới An",44831457.0
2974,2856.2974,2558,30Trung Hiệp,xã,10.1209,Trung Hiệp,106.124,30,tỉnh Vĩnh Long,30.2558,34451,UBND xã Trung Hiệp,46.73,"Xã Tân An Luông, Xã Trung Chánh, Xã Trung Hiệp",46919180.0
2893,2856.2893,2559,30Hiếu Phụng,xã,10.046,Hiếu Phụng,106.128,30,tỉnh Vĩnh Long,30.2559,28418,UBND xã Hiếu Thuận,42.46,"Xã Hiếu Thuận, Xã Trung An, Xã Hiếu Phụng",42728236.0
2976,2856.2976,2560,30Trung Thành,xã,10.0691,Trung Thành,106.169,30,tỉnh Vĩnh Long,30.256,35593,Trung tâm hành chính huyện Vũng Liêm,35.88,"Thị trấn Vũng Liêm, Xã Trung Hiếu, Xã Trung Thành",36145395.0
2975,2856.2975,2561,30Trung Ngãi,xã,10.0517,Trung Ngãi,106.208,30,tỉnh Vĩnh Long,30.2561,27309,UBND xã Trung Ngãi,39.25,"Xã Trung Thành Đông, Xã Trung Nghĩa, Xã Trung Ngãi",39664246.0
2894,2856.2894,2562,30Hiếu Thành,xã,9.99055,Hiếu Thành,106.106,30,tỉnh Vĩnh Long,30.2562,34331,đang cập nhật,53.41,"Xã Hiếu Nhơn, Xã Hiếu Nghĩa, Xã Hiếu Thành",53690666.0
2944,2856.2944,2563,30Tam Bình,xã,10.0599,Tam Bình,105.98,30,tỉnh Vĩnh Long,30.2563,32612,Trụ sở Trung tâm hành chính huyện Tam Bình,34.63,"Xã Mỹ Thạnh Trung, Thị trấn Tam Bình",36465533.0
2872,2856.2872,2564,30Cái Ngang,xã,10.1161,Cái Ngang,105.963,30,tỉnh Vĩnh Long,30.2564,36654,UBND xã Hậu Lộc,63.14,"Xã Mỹ Lộc, Xã Tân Lộc, Xã Hậu Lộc, Xã Phú Lộc",63628644.0
2943,2856.2943,2565,30Song Phú,xã,10.102,Song Phú,105.895,30,tỉnh Vĩnh Long,30.2565,50646,UBND xã Song Phú,76.58,"Xã Tân Phú (huyện Tam Bình), Xã Long Phú, Xã Phú Thịnh, Xã Song Phú",77047011.0
2896,2856.2896,2566,30Hòa Hiệp,xã,10.1123,Hòa Hiệp,106.033,30,tỉnh Vĩnh Long,30.2566,31099,UBND xã Hòa Lộc,44.10,"Xã Hòa Thạnh, Xã Hòa Lộc, Xã Hòa Hiệp",44272329.0
2921,2856.2921,2567,30Ngãi Tứ,xã,10.0191,Ngãi Tứ,105.927,30,tỉnh Vĩnh Long,30.2567,48795,UBND xã Bình Ninh,69.12,"Xã Loan Mỹ, Xã Bình Ninh, Xã Ngãi Tứ, Thị trấn Trà Ôn",68534790.0
1521,1384.1521,2568,16Trúc Lâm,phường,19.4375,Trúc Lâm,105.675,16,tỉnh Thanh Hóa,16.2568,2395,Trụ sở phường Phú Lâm,81.05,"Phường Trúc Lâm, Xã Phú Sơn (thị xã Nghi Sơn), Xã Phú Lâm, Xã Tùng Lâm",81527041.0
1415,1384.1415,2569,16Hải Lĩnh,phường,19.4926,Hải Lĩnh,105.75,16,tỉnh Thanh Hóa,16.2569,1833,Trụ sở phường Hải Lĩnh,41.18,"Xã Định Hải (thị xã Nghi Sơn), Phường Ninh Hải, Phường Hải Lĩnh",40105633.0
1399,1384.1399,2570,16Đào Duy Từ,phường,19.4387,Đào Duy Từ,105.737,16,tỉnh Thanh Hóa,16.257,26206,đang cập nhật,42.86,"Phường Nguyên Bình, Phường Xuân Lâm",42211454.0
1517,1384.1517,2571,16Tĩnh Gia,phường,19.4638,Tĩnh Gia,105.77,16,tỉnh Thanh Hóa,16.2571,58583,Trụ sở phường Hải Hòa,32.18,"Phường Hải Hòa, Phường Bình Minh, Phường Hải Thanh, Xã Hải Nhân",32404805.0
1414,1384.1414,2572,16Hải Bình,phường,19.366,Hải Bình,105.763,16,tỉnh Thanh Hóa,16.2572,3367,Trụ sở phường Mai Lâm,37.74,"Phường Mai Lâm, Phường Tĩnh Hải, Phường Hải Bình",35711687.0
1391,1384.1391,2573,16Các Sơn,xã,19.5146,Các Sơn,105.718,16,tỉnh Thanh Hóa,16.2573,21462,Trụ sở xã Các Sơn,46.88,"Xã Anh Sơn, Xã Các Sơn",49636166.0
1398,1384.1398,2574,16Công Chính,xã,19.5352,Công Chính,105.668,16,tỉnh Thanh Hóa,16.2574,29201,Trụ sở xã Công Liêm,54.24,"Xã Công Liêm, Xã Yên Mỹ, Xã Công Chính, Xã Thanh Tân",52915164.0
1479,1384.1479,2575,16Sầm Sơn,phường,19.7551,Sầm Sơn,105.889,16,tỉnh Thanh Hóa,16.2575,99866,"Trụ sở cơ quan Thành ủy, HĐND, UBND, UBMTTQ thành phố hiện nay",30.29,"Phường Bắc Sơn (thành phố Sầm Sơn), Phường Quảng Tiến, Phường Quảng Cư, Phường Trung Sơn, Phường Trường Sơn, Phường Quảng Châu, Phường Quảng Thọ",29477822.0
1528,1384.1528,2576,16Trường Văn,xã,19.6167,Trường Văn,105.73,16,tỉnh Thanh Hóa,16.2576,22169,Trụ sở xã Trường Sơn,28.32,"Xã Trường Minh, Xã Trường Trung, Xã Trường Sơn, Xã Trường Giang",28405684.0
1471,1384.1471,2577,16Quảng Chính,xã,19.6315,Quảng Chính,105.781,16,tỉnh Thanh Hóa,16.2577,30765,"Trụ sở xã Quảng Chính (đảng, đoàn thể) và Trụ sở xã Quảng Khê (chính quyền)",26.14,"Xã Quảng Trường, Xã Quảng Khê, Xã Quảng Trung, Xã Quảng Chính",26848022.0
1516,1384.1516,2578,16Tiên Trang,xã,19.6288,Tiên Trang,105.811,16,tỉnh Thanh Hóa,16.2578,40809,"Trụ sở xã Quảng Thạch (đảng, đoàn thể) và Trụ sở xã Tiên Trang (chính quyền)",17.75,"Xã Quảng Thạch, Xã Quảng Nham, Xã Tiên Trang",18692425.0
1440,1384.144,2579,16Lưu Vệ,xã,19.7298,Lưu Vệ,105.792,16,tỉnh Thanh Hóa,16.2579,40381,"Trụ sở Huyện ủy (đảng, đoàn thể) và Trụ sở UBND huyện (chính quyền)",26.84,"Thị trấn Tân Phong, Xã Quảng Đức, Xã Quảng Định",27061621.0
1474,1384.1474,2580,16Quảng Phú,phường,19.7709,Quảng Phú,105.809,16,tỉnh Thanh Hóa,16.258,77543,"Trụ sở phường Quảng Hưng (Đảng ủy, đoàn thể) và Trụ sở phường Quảng Phú (chính quyền)",41.34,"Phường Quảng Hưng, Phường Quảng Tâm, Phường Quảng Thành, Phường Quảng Đông, Phường Quảng Thịnh, Phường Quảng Cát, Phường Quảng Phú",41784007.0
1476,1384.1476,2581,16Quảng Yên,xã,19.7186,Quảng Yên,105.74,16,tỉnh Thanh Hóa,16.2581,27768,"Trụ sở xã Quảng Trạch (đảng, đoàn thể) và Trụ sở xã Quảng Yên (chính quyền)",24.92,"Xã Quảng Trạch, Xã Quảng Hòa, Xã Quảng Long, Xã Quảng Yên",25029673.0
1472,1384.1472,2582,16Quảng Ngọc,xã,19.6687,Quảng Ngọc,105.748,16,tỉnh Thanh Hóa,16.2582,33588,"Trụ sở xã Quảng Hợp (đảng, đoàn thể) và Trụ sở xã Quảng Ngọc (chính quyền)",34.39,"Xã Quảng Hợp, Xã Quảng Văn, Xã Quảng Phúc, Xã Quảng Ngọc",34582777.0
1469,1384.1469,2583,16Quảng Bình,xã,19.6739,Quảng Bình,105.813,16,tỉnh Thanh Hóa,16.2583,38013,"Trụ Sở xã Quảng Bình (đảng, đoàn thể) và Trụ sở xã Quảng Lưu (chính quyền)",23.51,"Xã Quảng Lưu, Xã Quảng Lộc, Xã Quảng Thái, Xã Quảng Bình",23133352.0
1473,1384.1473,2584,16Quảng Ninh,xã,19.6992,Quảng Ninh,105.808,16,tỉnh Thanh Hóa,16.2584,2658,"Trụ Sở xã Quảng Nhân (đảng, đoàn thể) và Trụ sở xã Quảng Ninh (chính quyền)",17.10,"Xã Quảng Nhân, Xã Quảng Hải, Xã Quảng Ninh",17222216.0
1463,1384.1463,2585,16Nông Cống,xã,19.6327,Nông Cống,105.659,16,tỉnh Thanh Hóa,16.2585,50439,Trụ sở huyện Nông Cống,50.70,"Thị trấn Nông Cống, Xã Vạn Thắng, Xã Vạn Hòa, Xã Vạn Thiện, Xã Minh Nghĩa, Xã Minh Khôi",51141611.0
1405,1384.1405,2586,16Đông Quang,phường,19.7689,Đông Quang,105.73,16,tỉnh Thanh Hóa,16.2586,61214,"Trụ sở phường An Hưng (Đảng ủy, đoàn thể) và Trụ sở xã Đông Văn (Chính quyền)",48.60,"Phường Quảng Thắng, Xã Đông Vinh, Xã Đông Quang, Xã Đông Yên, Xã Đông Văn, Xã Đông Phú, Xã Đông Nam, Phường An Hưng",49279734.0
1522,1384.1522,2587,16Trung Chính,xã,19.7285,Trung Chính,105.672,16,tỉnh Thanh Hóa,16.2587,3544,Trụ sở xã Trung Chính,44.09,"Xã Tân Phúc (huyện Nông Cống), Xã Tân Thọ, Xã Tân Khang, Xã Hoàng Sơn, Xã Hoàng Giang, Xã Trung Chính",45052883.0
1496,1384.1496,2588,16Thắng Lợi,xã,19.6798,Thắng Lợi,105.663,16,tỉnh Thanh Hóa,16.2588,27909,Trụ sở xã Tế Thắng,40.26,"Xã Trung Thành (huyện Nông Cống), Xã Tế Nông, Xã Tế Thắng, Xã Tế Lợi",40023632.0
1408,1384.1408,2590,16Đông Tiến,phường,19.8511,Đông Tiến,105.727,16,tỉnh Thanh Hóa,16.259,57844,"Trụ sở Phường Đông Lĩnh (Đảng ủy, đoàn thể) và Trụ sở Phường Đông Tiên (Chính quyền)",41.97,"Phường Đông Lĩnh, Phường Thiệu Khánh, Xã Đông Thanh, Xã Thiệu Vân, Xã Tân Châu, Xã Thiệu Giao, Xã Đông Tiến",45118732.0
1406,1384.1406,2591,16Đông Sơn,phường,19.8153,Đông Sơn,105.694,16,tỉnh Thanh Hóa,16.2591,5895,"Trụ sở Huyện ủy huyện Đông Sơn (Đảng ủy, đoàn thể) và Trụ sở UBND huyện Đông Sơn (Chính quyền)",41.71,"Phường Rừng Thông, Phường Đông Thịnh, Phường Đông Tân, Xã Đông Hòa, Xã Đông Minh, Xã Đông Hoàng, Xã Đông Khê, Xã Đông Ninh",39082693.0
