ma,cay,ma1,khoa,loai,vido,tenhc,kinhdo,matinh,tentinh,matinhxa,dansonguoi,trungtamhc,dientichkm2,truocsapnhap,area
1054,1034.1054,1000,4Cát Hải,đặc khu,20.8087,Cát Hải,106.869,4,thành phố Hải Phòng,4.1,71211,"Trụ sở UBND huyện Cát Hải, đường Hà Sen, thị trấn Cát Bà và trụ sở UBND thị trấn Cát Hải",286.98,"Thị trấn Cát Hải, Thị trấn Cát Bà, Xã Đồng Bài, Xã Hoàng Châu, Xã Nghĩa Lộ, Xã Văn Phong, Xã Gia Luận, Xã Hiền Hào, Xã Phù Long, Xã Trân Châu, Xã Việt Hải, Xã Xuân Đám",238196066.0
2789,2687.2789,1,29Phú Lợi,phường,10.9861,Phú Lợi,106.676,29,thành phố Hồ Chí Minh,29.1,107721,"438 đường Phú Lợi, khu phố 8, phường Phú Hòa, TP Thủ Dầu Một, tỉnh Bình Dương cũ",17.96,"Phường Phú Hòa, Phường Phú Lợi, Phường Hiệp Thành (thành phố Thủ Dầu Một)",18071404.0
2839,2687.2839,2,29Thủ Dầu Một,phường,10.9701,Thủ Dầu Một,106.659,29,thành phố Hồ Chí Minh,29.2,88132,"1 đường Quang Trung, khu phố 6, phường Phú Cường, TP Thủ Dầu Một, tỉnh Bình Dương cũ",15.68,"Phường Phú Cường, Phường Phú Thọ, Phường Chánh Nghĩa, Phường Hiệp Thành (thành phố Thủ Dầu Một), Phường Chánh Mỹ",15637769.0
2734,2687.2734,3,29Chánh Hiệp,phường,11.0147,Chánh Hiệp,106.64,29,thành phố Hồ Chí Minh,29.3,56387,"279 đường Hồ Văn Cống, khu phố 3, phường Tương Bình Hiệp, TP Thủ Dầu Một, tỉnh Bình Dương cũ",19.66,"Phường Định Hòa, Phường Tương Bình Hiệp, Phường Hiệp An, Phường Chánh Mỹ",20579900.0
2712,2687.2712,4,29Bình Dương,phường,11.0528,Bình Dương,106.687,29,thành phố Hồ Chí Minh,29.4,107576,"357 đường Võ Nguyên Giáp, khu phố 1, phường Hòa Phú, TP Thủ Dầu Một, tỉnh Bình Dương cũ",58.16,"Phường Phú Mỹ (thành phố Thủ Dầu Một), Phường Hòa Phú, Phường Phú Tân, Phường Phú Chánh",58565275.0
2744,2687.2744,5,29Dầu Tiếng,xã,11.3421,Dầu Tiếng,106.394,29,thành phố Hồ Chí Minh,29.5,39056,"Đường Hùng Vương, KP4B, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương cũ",182.69,"Thị trấn Dầu Tiếng, Xã Định An, Xã Định Thành, Xã Định Hiệp",184351019.0
2778,2687.2778,6,29Minh Thạnh,xã,11.4477,Minh Thạnh,106.471,29,thành phố Hồ Chí Minh,29.6,24215,"Tổ 3, ấp Hòa Cường, xã Minh Hòa, huyện Dầu Tiếng, tỉnh Bình Dương cũ",159.06,"Xã Minh Hòa, Xã Minh Tân, Xã Minh Thạnh",164561419.0
2771,2687.2771,7,29Long Hòa,xã,11.3278,Long Hòa,106.507,29,thành phố Hồ Chí Minh,29.7,25215,"Tổ 9, ấp Long Điền, xã Long Hòa, huyện Dầu Tiếng, tỉnh Bình Dương cũ",166.76,"Xã Long Tân, Xã Long Hòa (huyện Dầu Tiếng), Xã Minh Tân, Xã Minh Thạnh",161906673.0
2830,2687.283,8,29Tây Nam,phường,11.178,Tây Nam,106.501,29,thành phố Hồ Chí Minh,29.8,56784,"Khu phố Lồ ồ, phường An Tây, TP Bến Cát, tỉnh Bình Dương cũ",119.80,"Phường An Tây, Xã Thanh Tuyền, Xã An Lập",115970479.0
2833,2687.2833,9,29Thanh An,xã,11.2428,Thanh An,106.437,29,thành phố Hồ Chí Minh,29.9,25324,"Tổ 1, ấp Cần Giăng, xã Thanh An, huyện Dầu Tiếng, tỉnh Bình Dương cũ",136.72,"Xã Thanh An, Xã Định Hiệp, Xã Thanh Tuyền, Xã An Lập",140742280.0
2706,2687.2706,10,29Bến Cát,phường,11.1876,Bến Cát,106.605,29,thành phố Hồ Chí Minh,29.1,97928,"KP2, phường Mỹ Phước, TP Bến Cát, tỉnh Bình Dương cũ",100.89,"Xã Tân Hưng (huyện Bàu Bàng), Xã Lai Hưng, Phường Mỹ Phước",100297634.0
2844,2687.2844,11,29Trừ Văn Thố,xã,11.3575,Trừ Văn Thố,106.594,29,thành phố Hồ Chí Minh,29.11,24533,"Ấp ông Thanh, xã Cây Trường, huyện Bàu Bàng cũ",76.56,"Xã Trừ Văn Thố, Xã Cây Trường II, Thị trấn Lai Uyên",76569232.0
2703,2687.2703,12,29Bàu Bàng,xã,11.2876,Bàu Bàng,106.623,29,thành phố Hồ Chí Minh,29.12,42219,"Trung tâm hành chính huyện Bàu Bàng, khu phố Đồng Sổ, thị trấn Lai Uyên, Huyện Bàu Bàng, tỉnh Bình Dương cũ",84.09,Thị trấn Lai Uyên,84608301.0
2773,2687.2773,13,29Long Nguyên,phường,11.186,Long Nguyên,106.561,29,thành phố Hồ Chí Minh,29.13,53387,"Khu phố Kiến An, phường An Điền, TP Bến Cát, tỉnh Bình Dương cũ",108.00,"Phường An Điền, Xã Long Nguyên, Phường Mỹ Phước",109294217.0
2736,2687.2736,14,29Chánh Phú Hòa,phường,11.1849,Chánh Phú Hòa,106.67,29,thành phố Hồ Chí Minh,29.14,53916,"đường ĐTT 741, khu phố 9, phường Chánh Phú Hòa, TP Bến Cát, tỉnh Bình Dương cũ",69.54,"Phường Chánh Phú Hòa, Xã Hưng Hòa",69620501.0
2837,2687.2837,15,29Thới Hòa,phường,11.1021,Thới Hòa,106.62,29,thành phố Hồ Chí Minh,29.15,79601,"Khu phố 3A, phường Thới Hoà, TP Bến Cát, tỉnh Bình Dương cũ",37.93,Không sáp nhập,38142097.0
2761,2687.2761,16,29Hòa Lợi,phường,11.0673,Hòa Lợi,106.649,29,thành phố Hồ Chí Minh,29.16,79694,"Khu phố An Hoà, phường Hòa Lợi, TP Bến Cát, tỉnh Bình Dương cũ",33.59,"Phường Tân Định (thành phố Bến Cát), Phường Hòa Lợi",34400489.0
2784,2687.2784,17,29Phú An,phường,11.0654,Phú An,106.579,29,thành phố Hồ Chí Minh,29.17,46931,"143 đường Nguyễn Đức Cảnh, khu phố 4, phường Hiệp An, TP Thủ Dầu Một, tỉnh Bình Dương cũ",35.19,"Phường Tân An, Xã Phú An, Phường Hiệp An",34784740.0
2786,2687.2786,18,29Phú Giáo,xã,11.3174,Phú Giáo,106.82,29,thành phố Hồ Chí Minh,29.18,42739," 02 đường Hùng Vương, khu phố 02, thị trấn Phước Vĩnh, huyện Phú Giáo, tỉnh Bình Dương cũ",192.83,"Thị trấn Phước Vĩnh, Xã An Bình, Xã Tam Lập",198657860.0
2800,2687.28,19,29Phước Thành,xã,11.3742,Phước Thành,106.756,29,thành phố Hồ Chí Minh,29.19,15803,"Tổ 4, ấp Sa Dụp, xã Phước Sang, huyện Phú Giáo, tỉnh Bình Dương cũ",123.49,"Xã Tân Hiệp (huyện Phú Giáo), Xã An Thái, Xã Phước Sang",124186949.0
2693,2687.2693,20,29An Long,xã,11.3269,An Long,106.699,29,thành phố Hồ Chí Minh,29.2,17906,"Tổ 04, ấp Xóm Quạt, xã An Long, huyện Phú Giáo, tỉnh Bình Dương cũ",100.05,"Xã An Linh, Xã Tân Long, Xã An Long",99949895.0
2797,2687.2797,21,29Phước Hòa,xã,11.2411,Phước Hòa,106.773,29,thành phố Hồ Chí Minh,29.21,42470,"Tổ 3, ấp Trảng Sắn, xã Vĩnh Hoà, huyện Phú Giáo, tỉnh Bình Dương cũ",128.07,"Xã Vĩnh Hòa, Xã Phước Hòa, Xã Tam Lập",123572151.0
2827,2687.2827,22,29Tân Uyên,phường,11.0928,Tân Uyên,106.808,29,thành phố Hồ Chí Minh,29.22,73032,"ĐT 747, khu phố 1, phường Uyên Hưng, TP Tân Uyên, tỉnh Bình Dương cũ",87.61,"Phường Uyên Hưng, Xã Bạch Đằng, Xã Tân Lập, Xã Tân Mỹ",94532371.0
2814,2687.2814,23,29Tân Khánh,phường,11.0122,Tân Khánh,106.726,29,thành phố Hồ Chí Minh,29.23,126393,"Đường Lý Tự trọng, khu phố Khánh Hòa, phường Tân Phước Khánh, TP Tân Uyên, tỉnh Bình Dương cũ",38.27,"Phường Thạnh Phước, Phường Tân Phước Khánh, Phường Tân Vĩnh Hiệp, Xã Thạnh Hội, Phường Thái Hòa",38017773.0
2701,2687.2701,24,29Bắc Tân Uyên,xã,11.1707,Bắc Tân Uyên,106.865,29,thành phố Hồ Chí Minh,29.24,27964,"Khu phố 2, thị trấn Tân Thành, huyện Bắc Tân Uyên, tỉnh Bình Dương cũ",143.69,"Thị trấn Tân Thành, Xã Đất Cuốc, Xã Tân Định",144301066.0
2710,2687.271,25,29Bình Cơ,phường,11.153,Bình Cơ,106.765,29,thành phố Hồ Chí Minh,29.25,64601,"ĐT 747, khu phố 2, phường Hội Nghĩa, TP Tân Uyên, tỉnh Bình Dương cũ",73.69,"Xã Bình Mỹ (huyện Bắc Tân Uyên), Phường Hội Nghĩa",72999787.0
2848,2687.2848,26,29Vĩnh Tân,phường,11.1457,Vĩnh Tân,106.7,29,thành phố Hồ Chí Minh,29.26,61865,"ĐT 742, khu phố 4, phường Vĩnh Tân, TP Tân Uyên, tỉnh Bình Dương cũ",61.35,"Phường Vĩnh Tân, Thị trấn Tân Bình",61323147.0
2811,2687.2811,27,29Tân Hiệp,phường,11.0567,Tân Hiệp,106.747,29,thành phố Hồ Chí Minh,29.27,142494,"Đường Nguyễn Khuyến, khu phố Tân Bình, phường Tân Hiệp, TP Tân Uyên, tỉnh Bình Dương cũ",47.06,"Phường Khánh Bình, Phường Tân Hiệp",47253296.0
2843,2687.2843,28,29Thường Tân,xã,11.0962,Thường Tân,106.911,29,thành phố Hồ Chí Minh,29.28,21238,"Ấp 4, xã ã Lạc An, huyện Bắc Tân Uyên, tỉnh Bình Dương cũ",127.76,"Xã Lạc An, Xã Hiếu Liêm, Xã Thường Tân, Xã Tân Mỹ",123337108.0
2745,2687.2745,29,29Dĩ An,phường,10.9034,Dĩ An,106.759,29,thành phố Hồ Chí Minh,29.29,227817,"10 Trung tâm hành chính, phường Dĩ An, tỉnh Bình Dương cũ",21.38,"Phường An Bình, Phường Dĩ An, Phường Tân Đông Hiệp",24160470.0
2809,2687.2809,30,29Tân Đông Hiệp,phường,10.9304,Tân Đông Hiệp,106.774,29,thành phố Hồ Chí Minh,29.3,100243,"880 đường Nguyễn Thị Minh Khai, phường Tân Bình, tỉnh Bình Dương cũ",21.45,"Phường Tân Bình, Phường Thái Hòa, Phường Tân Đông Hiệp",19161063.0
2747,2687.2747,31,29Đông Hòa,phường,10.8935,Đông Hòa,106.8,29,thành phố Hồ Chí Minh,29.31,132056,"153 Quốc lộ 1K, phường Đông Hoà, tỉnh Bình Dương cũ",21.89,"Phường Bình An, Phường Bình Thắng, Phường Đông Hòa",21971509.0
2841,2687.2841,32,29Thuận An,phường,10.9418,Thuận An,106.679,29,thành phố Hồ Chí Minh,29.32,64689,"289 đường Hưng Định 31, khu phố Hưng Thọ, phường Hưng Định, TP Thuận An, tỉnh Bình Dương cũ",16.11,"Phường Hưng Định, Phường An Thạnh, Xã An Sơn",16224861.0
2766,2687.2766,33,29Lái Thiêu,phường,10.9091,Lái Thiêu,106.699,29,thành phố Hồ Chí Minh,29.33,118852,"Khu phố chợ, phường Lái Thiêu, TP Thuận An, tỉnh Bình Dương cũ",15.46,"Phường Bình Nhâm, Phường Lái Thiêu, Phường Vĩnh Phú",15718689.0
2842,2687.2842,34,29Thuận Giao,phường,10.9635,Thuận Giao,106.712,29,thành phố Hồ Chí Minh,29.34,150781,"743, đường Thủ Khoa Huân, phường Bình Chuẩn, TP Thuận An, tỉnh Bình Dương cũ",16.80,"Phường Thuận Giao, Phường Bình Chuẩn",17175334.0
2696,2687.2696,35,29An Phú,phường,10.9593,An Phú,106.736,29,thành phố Hồ Chí Minh,29.35,162930,"ĐT743, khu phố 1A, phường An Phú, TP Thuận An, tỉnh Bình Dương cũ",16.85,"Phường An Phú (thành phố Thuận An), Phường Bình Chuẩn",16766215.0
2714,2687.2714,36,29Bình Hòa,phường,10.9036,Bình Hòa,106.723,29,thành phố Hồ Chí Minh,29.36,120035,"ĐT 743C, khu phố Bình Đức 1, phường Bình Hoà, TP Thuận An, tỉnh Bình Dương cũ",18.49,"Phường Bình Hòa, Phường Vĩnh Phú",18071000.0
2808,2687.2808,37,29Tân Định,phường,10.7917,Tân Định,106.693,29,thành phố Hồ Chí Minh,29.37,48524," 58B Nguyễn Đình Chiểu, phường Đa Kao, quận 1 cũ",1.23,"Phường Tân Định (Quận 1), Phường Đa Kao",1052764.0
2802,2687.2802,38,29Sài Gòn,phường,10.7805,Sài Gòn,106.704,29,thành phố Hồ Chí Minh,29.38,47022,"45 - 47 Lê Duẩn, phường Bến Nghé, quận 1 cũ",3.04,"Phường Bến Nghé, Phường Đa Kao, Phường Nguyễn Thái Bình",3466884.0
3300,3291.33,39,34Đầm Dơi,xã,8.963,Đầm Dơi,105.198,34,tỉnh Cà Mau,34.39,38106,đang cập nhật,96.20,"Thị trấn Đầm Dơi, Xã Tân Duyệt, Xã Tân Dân, Xã Tạ An Khương (phần còn lại sau khi sáp nhập vào xã Tạ An Khương mới)",96916169.0
3335,3291.3335,40,34Tạ An Khương,xã,9.04749,Tạ An Khương,105.231,34,tỉnh Cà Mau,34.4,33179,đang cập nhật,104.20,"Xã Tạ An Khương Đông, Xã Tạ An Khương Nam, Xã Tạ An Khương",105338376.0
2707,2687.2707,41,29Bến Thành,phường,10.7713,Bến Thành,106.694,29,thành phố Hồ Chí Minh,29.41,71875,"92 Nguyễn Trãi, phường Bến Thành, quận 1 cũ và 238 - 240 Đề Thám, phường Phạm Ngũ Lão, quận 1 cũ ",1.85,"Phường Bến Thành, Phường Phạm Ngũ Lão, Phường Cầu Ông Lãnh, Phường Nguyễn Thái Bình",1628497.0
2733,2687.2733,42,29Cầu Ông Lãnh,phường,10.7607,Cầu Ông Lãnh,106.69,29,thành phố Hồ Chí Minh,29.42,78734,"105 Trần Đình Xu, phường Nguyễn Cư Trinh, quận 1 cũ",1.60,"Phường Nguyễn Cư Trinh, Phường Cầu Kho, Phường Cô Giang, Phường Cầu Ông Lãnh",1608078.0
2836,2687.2836,43,29Thới An,phường,10.8791,Thới An,106.666,29,thành phố Hồ Chí Minh,29.43,125657,"Trụ sở UBND phường Thới An, quận 12 cũ",14.89,"Phường Thạnh Xuân, Phường Thới An",14924408.0
2754,2687.2754,44,29Hiệp Bình,phường,10.8442,Hiệp Bình,106.723,29,thành phố Hồ Chí Minh,29.44,215638,"721 Quốc lộ 13, khu phố 3, phường Hiệp Bình Phước, TP Thủ Đức cũ",16.01,"Phường Hiệp Bình Chánh, Phường Hiệp Bình Phước, Phường Linh Đông",16590689.0
2825,2687.2825,45,29Tân Thới Hiệp,phường,10.8746,Tân Thới Hiệp,106.64,29,thành phố Hồ Chí Minh,29.45,168060,"Trụ sở UBND phường Tân Thới Hiệp, quận 12 cũ",8.06,"Phường Hiệp Thành (Quận 12), Phường Tân Thới Hiệp",8075815.0
2746,2687.2746,46,29Diên Hồng,phường,10.7691,Diên Hồng,106.662,29,thành phố Hồ Chí Minh,29.46,75633," 01A Thành Thái, phường 14, quận 10 cũ",1.86,"Phường 6, Phường 8 (Quận 10), Phường 14 (Quận 10)",1897665.0
2845,2687.2845,47,29Trung Mỹ Tây,phường,10.8601,Trung Mỹ Tây,106.622,29,thành phố Hồ Chí Minh,29.47,126470,"Trụ sở UBND phường Trung Mỹ Tây, quận 12 cũ",6.92,"Phường Tân Chánh Hiệp, Phường Trung Mỹ Tây",6957923.0
2748,2687.2748,48,29Đông Hưng Thuận,phường,10.8357,Đông Hưng Thuận,106.622,29,thành phố Hồ Chí Minh,29.48,182895,"Trụ sở UBND phường Tân Thới Nhất, quận 12 cũ",8.26,"Phường Tân Thới Nhất, Phường Tân Hưng Thuận, Phường Đông Hưng Thuận",8313515.0
2767,2687.2767,49,29Linh Xuân,phường,10.8687,Linh Xuân,106.775,29,thành phố Hồ Chí Minh,29.49,158334,"1262 Kha Vạn Cân, khu phố 2, phường Linh Trung và 49 Hoàng Cầm, khu phố 2, phường Linh Xuân, TP Thủ Đức cũ",12.29,"Phường Linh Trung, Phường Linh Xuân, Phường Linh Tây",12166611.0
2803,2687.2803,50,29Tam Bình,phường,10.8727,Tam Bình,106.733,29,thành phố Hồ Chí Minh,29.5,153414,"707 Tỉnh lộ 43, khu phố 3, phường Tam Bình, TP Thủ Đức cũ",10.71,"Phường Bình Chiểu, Phường Tam Phú, Phường Tam Bình",10203786.0
3345,3291.3345,51,34Trần Phán,xã,9.00809,Trần Phán,105.142,34,tỉnh Cà Mau,34.51,29949,đang cập nhật,74.90,"Xã Tân Trung, Xã Trần Phán",75640444.0
3341,3291.3341,52,34Tân Thuận,xã,9.01932,Tân Thuận,105.33,34,tỉnh Cà Mau,34.52,35473,"Ấp Lưu Hoa Thanh, xã Tân Thuận",169.80,"Xã Tân Đức, Xã Tân Thuận",168369641.0
3342,3291.3342,53,34Tân Tiến,xã,8.90883,Tân Tiến,105.304,34,tỉnh Cà Mau,34.53,33994,đang cập nhật,207.20,"Xã Nguyễn Huân, Xã Tân Tiến",200681869.0
3333,3291.3333,54,34Quách Phẩm,xã,8.89358,Quách Phẩm,105.108,34,tỉnh Cà Mau,34.54,28844,đang cập nhật,73.80,"Xã Quách Phẩm Bắc, Xã Quách Phẩm",74485907.0
3343,3291.3343,55,34Thanh Tùng,xã,8.88087,Thanh Tùng,105.185,34,tỉnh Cà Mau,34.55,26573,đang cập nhật,89.90,"Xã Ngọc Chánh, Xã Thanh Tùng",90822013.0
3322,3291.3322,56,34Năm Căn,xã,8.80956,Năm Căn,105.036,34,tỉnh Cà Mau,34.56,30135,đang cập nhật,70.06,"Xã Hàng Vịnh, Thị trấn Năm Căn (phần còn lại), Xã Hàm Rồng (phần còn lại)",71565363.0
3301,3291.3301,57,34Đất Mới,xã,8.76013,Đất Mới,104.925,34,tỉnh Cà Mau,34.57,27683,đang cập nhật,222.94,"Xã Lâm Hải, Xã Đất Mới, Thị trấn Năm Căn, Xã Hàm Rồng, Xã Viên An (phần còn lại sau khi sáp nhập vào xã Đất Mũi)",204941390.0
3336,3291.3336,58,34Tam Giang,xã,8.80317,Tam Giang,105.127,34,tỉnh Cà Mau,34.58,23277,"Ấp Kinh 17, xã Tam Giang",205.20,"Xã Hiệp Tùng, Xã Tam Giang Đông, Xã Tam Giang",197222704.0
3296,3291.3296,59,34Cái Đôi Vàm,xã,8.82877,Cái Đôi Vàm,104.831,34,tỉnh Cà Mau,34.59,36444,đang cập nhật,131.10,"Thị trấn Cái Đôi Vàm, Xã Nguyễn Việt Khái",112999044.0
3330,3291.333,60,34Phú Mỹ,xã,8.96361,Phú Mỹ,104.925,34,tỉnh Cà Mau,34.6,26205,đang cập nhật,87.81,"Xã Phú Thuận, Xã Phú Mỹ, Xã Hòa Mỹ",88745624.0
2840,2687.284,61,29Thủ Đức,phường,10.8399,Thủ Đức,106.758,29,thành phố Hồ Chí Minh,29.61,118952,"2 Nguyễn Công Trứ, phường Bình Thọ, TP Thủ Đức cũ",8.81,"Phường Bình Thọ, Phường Linh Chiểu, Phường Trường Thọ, Phường Linh Tây, Phường Linh Đông",8922207.0
2793,2687.2793,62,29Phú Thọ,phường,10.7675,Phú Thọ,106.654,29,thành phố Hồ Chí Minh,29.62,47094,"233 - 235 Lê Đại Hành, phường 11, quận 11 và 35-37 Bình Thới, phường 11, quận 11 cũ",1.37,"Phường 11, Phường 15 (Quận 11), Phường 8 (Quận 11)",1370177.0
3331,3291.3331,63,34Phú Tân,xã,8.92852,Phú Tân,104.846,34,tỉnh Cà Mau,34.63,33381,đang cập nhật,101.70,"Xã Tân Hải, Xã Phú Tân",100626782.0
3324,3291.3324,64,34Nguyễn Việt Khái,xã,8.86914,Nguyễn Việt Khái,104.93,34,tỉnh Cà Mau,34.64,37307,đang cập nhật,129.90,"Xã Tân Hưng Tây, Xã Rạch Chèo, Xã Việt Thắng",131438160.0
2768,2687.2768,65,29Long Bình,phường,10.8608,Long Bình,106.833,29,thành phố Hồ Chí Minh,29.65,119637,"325 đường Nguyễn Văn Tăng, phường Long Thạnh Mỹ, TP Thủ Đức cũ",29.43,"Phường Long Bình, Phường Long Thạnh Mỹ",26534293.0
2829,2687.2829,66,29Tăng Nhơn Phú,phường,10.8424,Tăng Nhơn Phú,106.797,29,thành phố Hồ Chí Minh,29.66,208233,"29 Lê Văn Việt, phường Tăng Nhơn Phú A, TP Thủ Đức cũ",16.50,"Phường Tân Phú (thành phố Thủ Đức), Phường Hiệp Phú, Phường Tăng Nhơn Phú A, Phường Tăng Nhơn Phú B, Phường Long Thạnh Mỹ",19635840.0
3337,3291.3337,67,34Tân Ân,xã,8.72769,Tân Ân,105.078,34,tỉnh Cà Mau,34.67,23787,"Ấp Tân Tiến, xã Tân Ân",218.30,"Xã Tam Giang Tây, Xã Tân Ân Tây",210955931.0
3327,3291.3327,68,34Phan Ngọc Hiển,xã,8.64616,Phan Ngọc Hiển,104.943,34,tỉnh Cà Mau,34.68,35328,đang cập nhật,237.70,"Thị trấn Rạch Gốc, Xã Viên An Đông, Xã Tân Ân",224551636.0
2172,2130.2172,70,24Đak Rong,xã,14.4375,Đak Rong,108.408,24,tỉnh Gia Lai,24.7,đang cập nhật,UBND Đak Rong,517.94,"Xã Kon Pne, Xã Đak Rong",517207624.0
2798,2687.2798,71,29Phước Long,phường,10.8179,Phước Long,106.775,29,thành phố Hồ Chí Minh,29.71,137331,"183 đường Đỗ Xuân Hợp, phường Phước Long B, TP Thủ Đức cũ",9.23,"Phường Phước Bình, Phường Phước Long A, Phường Phước Long B",9279679.0
2774,2687.2774,72,29Long Phước,phường,10.8068,Long Phước,106.85,29,thành phố Hồ Chí Minh,29.72,53092,"239 Khu phố Long Thuận, phường Long Phước, TP Thủ Đức cũ",34.29,"Phường Trường Thạnh, Phường Long Phước",34224601.0
2776,2687.2776,73,29Long Trường,phường,10.7934,Long Trường,106.812,29,thành phố Hồ Chí Minh,29.73,73669,"1314 đường Nguyễn Duy Trinh, phường Long Trường, TP Thủ Đức cũ",24.49,"Phường Phú Hữu, Phường Long Trường",24600183.0
2689,2687.2689,74,29An Hội Đông,phường,10.8501,An Hội Đông,106.667,29,thành phố Hồ Chí Minh,29.74,113681,"328 Thống Nhất, Phường 16, quận Gò Vấp cũ",3.29,"Phường 15, Phường 16 (quận Gò Vấp)",3297044.0
2752,2687.2752,75,29Gò Vấp,phường,10.8358,Gò Vấp,106.673,29,thành phố Hồ Chí Minh,29.75,110850,"332 Quang Trung, phường 10, Quận Gò Vấp cũ",2.81,"Phường 10, Phường 17 (quận Gò Vấp)",2831360.0
2694,2687.2694,76,29An Nhơn,phường,10.8427,An Nhơn,106.683,29,thành phố Hồ Chí Minh,29.76,111498,"1C Nguyễn Văn Lượng, phường 6, Gò Vấp cũ",3.23,"Phường 5, Phường 6 (quận Gò Vấp)",3224904.0
2690,2687.269,77,29An Hội Tây,phường,10.8389,An Hội Tây,106.638,29,thành phố Hồ Chí Minh,29.77,121004,"397 Phan Huy Ích, phường 14, quận Gò Vấp cũ",3.79,"Phường 12, Phường 14 (quận Gò Vấp)",3819041.0
3323,3291.3323,78,34Nguyễn Phích,xã,9.46584,Nguyễn Phích,104.974,34,tỉnh Cà Mau,34.78,3733,đang cập nhật,245.00,"Thị trấn U Minh, Xã Nguyễn Phích, Xã Khánh Thuận (phần còn lại sau khi sáp nhập vào xã U Minh)",245925404.0
3082,2981.3082,79,31Vĩnh Hựu,xã,10.3087,Vĩnh Hựu,106.582,31,tỉnh Đồng Tháp,31.79,2421,UBND xã Long Vĩnh,31.90,"Xã Long Vĩnh, Xã Vĩnh Hựu",32371958.0
2753,2687.2753,80,29Hạnh Thông,phường,10.8213,Hạnh Thông,106.683,29,thành phố Hồ Chí Minh,29.8,128865,"306 Nguyễn Văn Nghi, phường 1, quận Gò Vấp cũ",3.37,"Phường 1, Phường 3 (quận Gò Vấp)",3402806.0
3236,3187.3236,81,33Ô Môn,phường,10.1245,Ô Môn,105.625,33,thành phố Cần Thơ,33.81,73412,UBND quận Ô Môn,54.69,"Phường Châu Văn Liêm, Phường Thới Hòa, Phường Thới An, Xã Thới Thạnh",55163592.0
3265,3187.3265,82,33Thới Long,phường,10.1701,Thới Long,105.583,33,thành phố Cần Thơ,33.82,52979,UBND phường Long Hưng,54.10,"Phường Long Hưng, Phường Tân Hưng, Phường Thới Long",54583349.0
3244,3187.3244,83,33Phước Thới,phường,10.1078,Phước Thới,105.686,33,thành phố Cần Thơ,33.83,46788,UBND phường Phước Thới,53.11,"Phường Trường Lạc, Phường Phước Thới",53604892.0
3015,2981.3015,84,31Long Bình,xã,10.3092,Long Bình,106.645,31,tỉnh Đồng Tháp,31.84,30788,UBND xã Long Bình,36.60,"Xã Bình Tân, Xã Long Bình",37015962.0
3067,2981.3067,85,31Tân Thới,xã,10.2723,Tân Thới,106.582,31,tỉnh Đồng Tháp,31.85,32116,UBND xã Tân Phú,65.80,"Xã Tân Phú, Xã Tân Thạnh (huyện Tân Phú Đông), Xã Tân Thới",65673999.0
3060,2981.306,86,31Tân Phú Đông,xã,10.2431,Tân Phú Đông,106.719,31,tỉnh Đồng Tháp,31.86,2363,Trung tâm hành chính - chính trị của huyện Tân Phú Đông,175.20,"Xã Phú Thạnh, Xã Phú Đông, Xã Phú Tân",92446354.0
3053,2981.3053,87,31Tân Hòa,xã,10.3172,Tân Hòa,106.701,31,tỉnh Đồng Tháp,31.87,50989,UBND thị trấn Tân Hòa,58.60,"Thị trấn Tân Hòa, Xã Phước Trung, Xã Bình Nghị",38374118.0
3005,2981.3005,88,31Gò Công Đông,xã,10.2995,Gò Công Đông,106.748,31,tỉnh Đồng Tháp,31.88,30104,UBND xã Tân Thành,106.40,"Xã Tân Thành (huyện Gò Công Đông), Xã Tăng Hòa",42115501.0
3003,2981.3003,89,31Gia Thuận,xã,10.4145,Gia Thuận,106.762,31,tỉnh Đồng Tháp,31.89,45907,UBND thị trấn Vàm Láng,67.40,"Thị trấn Vàm Láng, Xã Kiểng Phước, Xã Gia Thuận",60397250.0
2994,2981.2994,90,31Bình Xuân,phường,10.4066,Bình Xuân,106.633,31,tỉnh Đồng Tháp,31.9,32574,UBND phường Long Chánh,34.40,"Phường Long Chánh, Xã Bình Xuân",34641199.0
2838,2687.2838,91,29Thông Tây Hội,phường,10.8417,Thông Tây Hội,106.655,29,thành phố Hồ Chí Minh,29.91,121192,"175 Nguyễn văn Khối, phường 8, quận Gò Vấp cũ",3.24,"Phường 8, Phường 11 (quận Gò Vấp)",3253433.0
2719,2687.2719,92,29Bình Lợi Trung,phường,10.8273,Bình Lợi Trung,106.706,29,thành phố Hồ Chí Minh,29.92,116121,"355/5 Nơ Trang Long, phường 13, quận Bình Thạnh cũ",3.89,"Phường 5, Phường 11, Phường 13 (quận Bình Thạnh)",3922489.0
2725,2687.2725,93,29Bình Thạnh,phường,10.8109,Bình Thạnh,106.705,29,thành phố Hồ Chí Minh,29.93,126300,"6 Phan Đăng Lưu, phường 14, quận Bình Thạnh cũ",3.32,"Phường 12, Phường 14 (quận Bình Thạnh), Phường 26",3333102.0
2835,2687.2835,94,29Thạnh Mỹ Tây,phường,10.7981,Thạnh Mỹ Tây,106.718,29,thành phố Hồ Chí Minh,29.94,153217,"85/16 Phạm Viết Chánh, 85/8 Phạm Viết Chánh và 5 Phạm Viết Chánh, quận Bình Thạnh cũ",4.40,"Phường 19, Phường 22, Phường 25",4499887.0
